State,Pollster,Start.date,End.date,Entry Date Time,Mode,Biden,Trump,Biden_Margin
MN,Gravis Marketing,6/19/2020,6/19/2020,6/20/2020 15:12,IVR/Online,58,42,16
--,SurveyMonkey,6/12/2020,6/16/2020,6/20/2020 11:40,Online,53,43,10
--,UCLA Nationscape,5/28/2020,6/10/2020,6/18/2020 22:19,Online,50,39,11
NH,Saint Anselm College,6/13/2020,6/16/2020,6/18/2020 18:51,Online,49,42,7
--,Fox News/Beacon Research/Shaw & Co. Research,6/13/2020,6/16/2020,6/18/2020 18:50,Live Phone,50,38,12
--,Optimus,6/9/2020,6/16/2020,6/18/2020 16:03,Online,50,44,6
--,Optimus,6/9/2020,6/16/2020,6/18/2020 16:03,Online,42,37,5
--,Quinnipiac University,6/11/2020,6/15/2020,6/18/2020 16:02,Live Phone,49,41,8
KY,Civiqs,6/13/2020,6/15/2020,6/18/2020 13:10,Online,37,57,-20
--,Ipsos,5/18/2020,5/24/2020,6/17/2020 17:53,Online,46,39,7
--,Ipsos,6/10/2020,6/16/2020,6/17/2020 15:39,Online,48,35,13
AZ,Change Research,6/12/2020,6/14/2020,6/17/2020 15:37,Online,45,44,1
NC,Change Research,6/12/2020,6/14/2020,6/17/2020 15:37,Online,47,45,2
MI,Change Research,6/12/2020,6/14/2020,6/17/2020 15:37,Online,47,45,2
WI,Change Research,6/12/2020,6/14/2020,6/17/2020 15:37,Online,48,44,4
PA,Change Research,6/12/2020,6/14/2020,6/17/2020 15:37,Online,49,46,3
FL,Change Research,6/12/2020,6/14/2020,6/17/2020 15:37,Online,50,43,7
--,Change Research,6/12/2020,6/14/2020,6/17/2020 15:37,Online,51,41,10
--,YouGov,6/14/2020,6/16/2020,6/17/2020 9:37,Online,50,41,9
MS,Millsaps College,6/2/2020,6/4/2020,6/16/2020 20:18,Live Phone,41,50,-9
AZ,Civiqs,6/13/2020,6/15/2020,6/16/2020 12:07,Online,49,45,4
GA,Public Policy Polling,6/12/2020,6/13/2020,6/16/2020 12:06,IVR,48,46,2
NM,Public Policy Polling,6/12/2020,6/13/2020,6/16/2020 12:06,IVR,53,39,14
MI,TIPP,6/9/2020,6/12/2020,6/16/2020 12:05,Online,51,38,13
MI,TIPP,6/9/2020,6/12/2020,6/16/2020 12:05,Online,50,37,13
FL,TIPP,6/9/2020,6/11/2020,6/16/2020 12:03,Online,51,40,11
FL,TIPP,6/9/2020,6/11/2020,6/16/2020 12:03,Online,50,40,10
--,NORC,5/21/2020,6/5/2020,6/16/2020 12:03,Live Phone,40,32,8
MI,EPIC-MRA,5/31/2020,6/4/2020,6/16/2020 12:02,Live Phone,55,39,16
IA,Selzer & Co.,6/7/2020,6/10/2020,6/15/2020 19:21,Live Phone,43,44,-1
--,Morning Consult,6/6/2020,6/14/2020,6/15/2020 17:09,Online,48,39,9
--,Optimus,6/6/2020,6/13/2020,6/15/2020 17:09,Online,52,43,9
--,Optimus,6/6/2020,6/13/2020,6/15/2020 17:09,Online,43,34,9
--,RMG Research,6/11/2020,6/13/2020,6/15/2020 16:55,Online,48,36,12
--,Abacus Data,6/11/2020,6/13/2020,6/15/2020 10:35,Online,51,41,10
--,Abacus Data,6/11/2020,6/13/2020,6/15/2020 10:35,Online,49,35,14
MO,Remington Research Group,6/10/2020,6/11/2020,6/13/2020 10:25,IVR,43,51,-8
--,Redfield & Wilton Strategies,6/8/2020,6/9/2020,6/11/2020 17:36,Online,50,37,13
--,Optimus,6/2/2020,6/9/2020,6/11/2020 17:35,Online,53,42,11
--,Optimus,6/2/2020,6/9/2020,6/11/2020 17:35,Online,43,32,11
FL,Cygnal,5/18/2020,5/30/2020,6/11/2020 15:05,Online,47,44,3
GA,TargetSmart/Dynata,5/21/2020,5/27/2020,6/11/2020 15:04,Live Phone/Online,40,44,-4
--,YouGov,6/9/2020,6/10/2020,6/11/2020 11:01,Online,49,40,9
--,Ipsos,6/8/2020,6/9/2020,6/9/2020 22:50,Online,46,38,8
--,MSR Group,6/7/2020,6/7/2020,6/9/2020 22:48,Online,46,39,7
MI,Kiaer Research,5/31/2020,6/7/2020,6/9/2020 22:46,IVR/Online,50,35,15
--,Data for Progress,6/2/2020,6/2/2020,6/9/2020 22:45,Online,54,40,14
--,Data for Progress,6/2/2020,6/2/2020,6/9/2020 22:45,Online,52,42,10
--,Data for Progress,5/26/2020,5/26/2020,6/9/2020 22:44,Online,50,46,4
--,Data for Progress,5/26/2020,5/26/2020,6/9/2020 22:44,Online,51,43,8
--,YouGov,6/7/2020,6/9/2020,6/9/2020 13:17,Online,49,41,8
IA,Civiqs,6/6/2020,6/8/2020,6/9/2020 11:23,Online,46,46,0
KY,RMG Research,5/21/2020,5/24/2020,6/9/2020 11:22,Online,36,53,-17
TN,SSRS,5/2/2020,5/22/2020,6/9/2020 11:21,Live Phone,42,51,-9
--,Morning Consult,6/1/2020,6/7/2020,6/9/2020 9:25,Online,47,39,8
--,Optimus,5/30/2020,6/6/2020,6/9/2020 9:24,Online,53,42,11
OK,Amber Integrated,6/3/2020,6/4/2020,6/9/2020 9:17,Live Phone/Online,36,55,-19
--,Morning Consult,5/25/2020,5/31/2020,6/9/2020 9:15,Online,46,41,5
--,RMG Research,6/4/2020,6/6/2020,6/8/2020 15:40,Online,47,37,10
--,Garin-Hart-Yang Research Group,6/3/2020,6/6/2020,6/8/2020 15:39,Live Phone,53,41,12
MI,EPIC-MRA,5/30/2020,6/3/2020,6/7/2020 9:28,Live Phone,53,41,12
--,NBC News/Wall Street Journal,5/28/2020,6/2/2020,6/7/2020 9:26,Live Phone,49,42,7
--,SSRS,6/2/2020,6/5/2020,6/7/2020 6:27,Live Phone,55,41,14
TX,Public Policy Polling,6/3/2020,6/4/2020,6/5/2020 14:48,IVR,48,48,0
IA,Public Policy Polling,6/3/2020,6/4/2020,6/5/2020 14:47,IVR,47,48,-1
--,Whitman Insight Strategies,6/2/2020,6/4/2020,6/5/2020 14:46,Online,53,43,10
--,Marist College,6/2/2020,6/3/2020,6/5/2020 14:44,Live Phone,50,43,7
NC,Public Policy Polling,6/2/2020,6/3/2020,6/4/2020 22:56,IVR,49,45,4
--,Civiqs,6/1/2020,6/3/2020,6/4/2020 22:55,Online,47,44,3
--,IBD/TIPP,5/31/2020,6/3/2020,6/4/2020 22:54,Online,45,42,3
--,Optimus,5/26/2020,6/2/2020,6/4/2020 22:53,Online,51,44,7
CA,Public Policy Institute of California,5/17/2020,5/26/2020,6/4/2020 22:51,Live Phone,57,33,24
WI,Fox News/Beacon Research/Shaw & Co. Research,5/30/2020,6/2/2020,6/3/2020 20:02,Live Phone,49,40,9
OH,Fox News/Beacon Research/Shaw & Co. Research,5/30/2020,6/2/2020,6/3/2020 20:02,Live Phone,45,43,2
AZ,Fox News/Beacon Research/Shaw & Co. Research,5/30/2020,6/2/2020,6/3/2020 20:02,Live Phone,46,42,4
--,YouGov,5/31/2020,6/2/2020,6/3/2020 17:23,Online,47,40,7
TX,Quinnipiac University,5/29/2020,6/1/2020,6/3/2020 17:21,Live Phone,43,44,-1
--,Monmouth University,5/28/2020,6/1/2020,6/3/2020 17:21,Live Phone,52,41,11
WI,Change Research,5/29/2020,5/31/2020,6/3/2020 17:19,Online,45,45,0
PA,Change Research,5/29/2020,5/31/2020,6/3/2020 17:19,Online,46,50,-4
NC,Change Research,5/29/2020,5/31/2020,6/3/2020 17:19,Online,46,45,1
MI,Change Research,5/29/2020,5/31/2020,6/3/2020 17:19,Online,48,46,2
FL,Change Research,5/29/2020,5/31/2020,6/3/2020 17:19,Online,48,45,3
AZ,Change Research,5/29/2020,5/31/2020,6/3/2020 17:19,Online,44,45,-1
--,Change Research,5/29/2020,5/31/2020,6/3/2020 17:19,Online,48,41,7
NC,Harper Polling,5/26/2020,5/28/2020,6/3/2020 17:18,Online,44,47,-3
--,Reuters,6/1/2020,6/2/2020,6/2/2020 19:28,Online,47,37,10
KS,Civiqs,5/30/2020,6/1/2020,6/2/2020 19:28,Online,40,52,-12
--,YouGov,5/29/2020,6/1/2020,6/2/2020 19:26,Online,47,43,4
--,RMG Research,5/28/2020,5/30/2020,6/2/2020 19:25,Online,46,39,7
MI,Public Policy Polling,5/29/2020,5/30/2020,6/1/2020 19:33,IVR,50,44,6
--,Optimus,5/23/2020,5/30/2020,6/1/2020 19:32,Online,50,45,5
--,Morning Consult,5/31/2020,6/1/2020,6/1/2020 19:28,Online,51,39,12
--,Morning Consult,5/2/2020,5/3/2020,6/1/2020 19:28,Online,45,41,4
--,TargetSmart/Dynata,5/21/2020,5/27/2020,6/1/2020 13:13,Live Phone/Online,43,40,3
--,YouGov,5/29/2020,5/30/2020,5/31/2020 18:36,Online,48,40,8
--,ABC News/Washington Post,5/25/2020,5/28/2020,5/31/2020 0:31,Live Phone,51,46,5
--,ABC News/Washington Post,5/25/2020,5/28/2020,5/31/2020 0:31,Live Phone,53,43,10
FL,St Pete Polls,5/26/2020,5/27/2020,5/30/2020 18:18,IVR,48,47,1
MO,We Ask America,5/26/2020,5/27/2020,5/30/2020 18:11,Live Phone,44,48,-4
--,Optimus,5/19/2020,5/26/2020,5/30/2020 18:10,Online,52,44,8
--,Ipsos,5/20/2020,5/27/2020,5/27/2020 19:51,Online,45,39,6
--,YouGov,5/23/2020,5/26/2020,5/27/2020 19:51,Online,45,42,3
SC,Civiqs,5/23/2020,5/26/2020,5/27/2020 19:50,Online,42,52,-10
--,Morning Consult,5/18/2020,5/24/2020,5/27/2020 19:49,Online,46,41,5
NY,Sinea College,5/17/2020,5/21/2020,5/27/2020 19:48,Live Phone,57,32,25
--,Optimus,5/16/2020,5/23/2020,5/27/2020 19:47,Online,54,43,11
AZ,HighGround Inc.,5/18/2020,5/22/2020,5/27/2020 19:46,Live Phone,47,45,2
NC,Meeting Street Insights,5/9/2020,5/13/2020,5/27/2020 19:41,Live Phone,47,47,0
MD,Gonzales Research & Media Services,5/19/2020,5/23/2020,5/26/2020 12:20,Live Phone,59,35,24
UT,Y2 Analytics,5/9/2020,5/15/2020,5/26/2020 12:19,Online,41,44,-3
MN,Mason-Dixon Polling & Strategy,5/18/2020,5/20/2020,5/24/2020 14:37,Live Phone,49,44,5
--,YouGov,5/20/2020,5/21/2020,5/22/2020 21:51,Online,46,42,4
WA,Public Policy Polling,5/19/2020,5/20/2020,5/22/2020 21:44,IVR,59,37,22
--,Optimus,5/12/2020,4/19/2020,5/22/2020 21:40,Online,52,42,10
--,Kaiser Family Foundation,5/13/2020,5/18/2020,5/22/2020 9:35,Live Phone,43,41,2
--,Fox News/Beacon Research/Shaw & Co. Research,5/17/2020,5/20/2020,5/21/2020 20:34,Live Phone,48,40,8
--,Data for Progress,5/19/2020,5/19/2020,5/21/2020 20:34,Online,51,42,9
MI,Public Policy Polling,5/18/2020,5/19/2020,5/21/2020 20:27,IVR,51,45,6
WA,SurveyUSA,5/16/2020,5/19/2020,5/21/2020 20:26,Online,57,31,26
MI,Change Research,5/16/2020,5/19/2020,5/21/2020 20:25,Online,47,44,3
WI,Redfield & Wilton Strategies,5/10/2020,5/14/2020,5/21/2020 20:24,Online,48,38,10
MI,Redfield & Wilton Strategies,5/10/2020,5/14/2020,5/21/2020 20:24,Online,47,39,8
PA,Redfield & Wilton Strategies,5/10/2020,5/14/2020,5/21/2020 20:24,Online,48,39,9
FL,Redfield & Wilton Strategies,5/10/2020,5/14/2020,5/21/2020 20:24,Online,45,43,2
NC,Redfield & Wilton Strategies,5/10/2020,5/14/2020,5/21/2020 20:24,Online,45,43,2
AZ,Redfield & Wilton Strategies,5/10/2020,5/14/2020,5/21/2020 20:24,Online,45,41,4
PA,Hodas & Associates,5/9/2020,5/13/2020,5/21/2020 20:21,Live Phone,46,50,-4
--,Data for Progress,5/12/2020,5/12/2020,5/21/2020 20:21,Online,48,41,7
WI,Hodas & Associates,5/6/2020,5/8/2020,5/21/2020 20:20,Live Phone,51,42,9
MI,Hodas & Associates,5/1/2020,5/5/2020,5/21/2020 20:14,Live Phone,50,42,8
CA,SurveyUSA,5/18/2020,5/19/2020,5/21/2020 20:07,Online,58,30,28
--,Ipsos,5/18/2020,5/19/2020,5/21/2020 20:06,Online,47,38,9
--,Quinnipiac University,5/14/2020,5/18/2020,5/21/2020 20:05,Live Phone,50,39,11
KY,Public Policy Polling,5/14/2020,5/15/2020,5/21/2020 20:03,IVR,39,55,-16
--,YouGov,5/17/2020,5/19/2020,5/20/2020 12:20,Online,47,42,5
--,Change Research,5/15/2020,5/17/2020,5/20/2020 12:18,Online,48,45,3
--,Morning Consult,5/11/2020,5/17/2020,5/20/2020 12:16,Online,46,41,5
GA,Civiqs,5/16/2020,5/18/2020,5/20/2020 12:12,Online,48,47,1
FL,Point Blank Political,5/14/2020,5/17/2020,5/20/2020 12:09,Text/Online,45,44,1
VA,Roanoke College,5/3/2020,5/16/2020,5/20/2020 12:05,Live Phone,51,39,12
AZ,OH Predictive Insights,5/9/2020,5/11/2020,5/20/2020 12:03,IVR/Live Phone,50,43,7
TN,East Tennessee State University,4/22/2020,5/1/2020,5/20/2020 11:59,Live Phone,36,53,-17
--,RMG Research,5/14/2020,5/16/2020,5/20/2020 11:57,Online,43,39,4
--,Optimus,5/9/2020,5/16/2020,5/20/2020 11:57,Online,52,41,11
--,The Harris Poll,5/13/2020,5/14/2020,5/20/2020 11:54,Online,53,47,6
--,The Harris Poll,5/13/2020,5/14/2020,5/20/2020 11:54,Online,53,47,6
CO,Global Strategy Group,5/7/2020,5/11/2020,5/20/2020 11:50,Online,53,40,13
GA,BK Strategies,5/11/2020,5/13/2020,5/16/2020 12:36,Live Phone,46,48,-2
NC,East Carolina University,5/7/2020,5/9/2020,5/16/2020 12:35,Online,43,46,-3
--,Data for Progress,5/5/2020,5/5/2020,5/16/2020 12:31,Online,50,44,6
--,Data for Progress,4/28/2020,4/28/2020,5/16/2020 12:31,Online,52,43,9
--,Data for Progress,4/21/2020,4/21/2020,5/16/2020 12:31,Online,49,44,5
--,Data for Progress,4/14/2020,4/14/2020,5/16/2020 12:31,Online,49,45,4
FL,Florida Atlantic University,5/8/2020,5/12/2020,5/15/2020 11:13,IVR/Online,53,47,6
--,Optimus,5/5/2020,5/12/2020,5/15/2020 11:10,Online,52,43,9
NJ,Rutgers University,4/22/2020,5/2/2020,5/15/2020 11:08,Live Phone,56,33,23
--,YouGov,5/10/2020,5/12/2020,5/13/2020 14:08,Online,47,43,4
--,SSRS,5/7/2020,5/10/2020,5/13/2020 14:06,Live Phone,51,46,5
GA,Public Opinion Strategies,5/4/2020,5/7/2020,5/13/2020 14:04,Live Phone,47,46,1
--,Ipsos,5/11/2020,5/12/2020,5/13/2020 14:03,Online,46,38,8
WI,Marquette University Law School,5/3/2020,5/7/2020,5/12/2020 17:25,Live Phone,49,45,4
--,Morning Consult,5/4/2020,5/10/2020,5/11/2020 18:30,Online,52,45,7
--,Redfield & Wilton Strategies,5/8/2020,5/9/2020,5/11/2020 18:25,Online,52,44,8
--,RMG Research,5/7/2020,5/9/2020,5/11/2020 18:24,Online,44,38,6
--,Optimus,5/2/2020,5/9/2020,5/11/2020 18:17,Online,50,45,5
--,YouGov,5/4/2020,5/5/2020,5/7/2020 17:54,Online,45,42,3
--,Optimus,4/28/2020,5/5/2020,5/7/2020 17:54,Online,51,45,6
MA,University of Massachusetts Lowell,4/27/2020,5/1/2020,5/7/2020 17:53,Live Phone,58,30,28
CT,Quinnipiac University,4/30/2020,5/4/2020,5/7/2020 17:50,Live Phone,56,33,23
NJ,Quinnipiac University,4/30/2020,5/4/2020,5/7/2020 17:50,Live Phone,54,35,19
NY,Quinnipiac University,4/30/2020,5/4/2020,5/7/2020 17:50,Live Phone,55,32,23
NV,ALG Research,4/27/2020,4/30/2020,5/7/2020 17:48,Online,49,45,4
--,YouGov,5/3/2020,5/5/2020,5/6/2020 11:39,Online,46,42,4
CO,Keating Research,5/1/2020,5/3/2020,5/6/2020 11:37,Online,55,35,20
--,Monmouth,4/30/2020,5/4/2020,5/6/2020 11:36,Live Phone,47,40,7
--,Change Research,5/1/2020,5/3/2020,5/6/2020 11:33,Online,47,44,3
--,Civiqs,5/2/2020,5/5/2020,5/6/2020 11:32,Online,47,44,3
--,Ipsos,5/4/2020,5/5/2020,5/6/2020 11:32,Online,43,41,2
NC,Civiqs,5/2/2020,5/4/2020,5/6/2020 11:32,Online,49,48,1
--,RMG Research,4/30/2020,5/2/2020,5/6/2020 11:31,Online,46,39,7
MT,Montana State University Bozeman,4/10/2020,4/27/2020,5/6/2020 11:30,Online,40,45,-5
CO,Montana State University Bozeman,4/10/2020,4/27/2020,5/6/2020 11:28,Online,53,35,18
--,Morning Consult,4/27/2020,5/3/2020,5/6/2020 11:27,Online,46,42,4
--,Optimus,4/25/2020,5/2/2020,5/6/2020 11:26,Online,50,45,5
IA,Public Policy Polling,4/30/2020,5/1/2020,5/4/2020 15:03,IVR,46,48,-2
--,YouGov,4/28/2020,5/1/2020,5/3/2020 11:38,Online,49,43,6
TX,University of Texas at Tyler,4/18/2020,4/27/2020,5/3/2020 11:36,Live Phone/Online,43,43,0
PA,Harper Polling,4/21/2020,4/26/2020,5/3/2020 11:33,Online,49,43,6
--,IBD/TIPP,4/26/2020,4/28/2020,5/1/2020 10:48,Online,43,43,0
GA,Cygnal,4/25/2020,4/27/2020,5/1/2020 10:47,Live Phone/Online,44,45,-1
MI,Public Policy Polling,4/28/2020,4/29/2020,5/1/2020 10:45,IVR,50,42,8
--,Optimus,4/21/2020,4/28/2020,4/30/2020 16:35,Online,49,45,4
--,Ipsos,4/27/2020,4/29/2020,4/30/2020 15:32,Online,45,39,6
TX,Public Policy Polling,4/27/2020,4/28/2020,4/30/2020 15:31,IVR,47,46,1
--,YouGov,4/26/2020,4/28/2020,4/30/2020 15:30,Online,47,41,6
NH,Saint Anselm College,4/23/2020,4/27/2020,4/30/2020 15:27,Online,50,42,8
UT,RMG Research,4/15/2020,4/21/2020,4/30/2020 15:25,Online,32,51,-19
NC,Garin-Hart-Yang Research Group,4/13/2020,4/18/2020,4/30/2020 15:23,Live Phone,48,45,3
--,Ipsos,4/26/2020,4/28/2020,4/28/2020 22:00,Online,44,40,4
NC,SurveyUSA,4/23/2020,4/26/2020,4/28/2020 21:53,Online,50,45,5
--,RMG Research,4/23/2020,4/25/2020,4/28/2020 21:50,Online,46,38,8
--,Morning Consult,4/20/2020,4/26/2020,4/27/2020 17:57,Online,46,42,4
--,Suffolk University,4/21/2020,4/25/2020,4/27/2020 17:50,Live Phone,44,38,6
OH,Baldwin Wallace University,4/20/2020,4/25/2020,4/27/2020 17:44,Online,45,44,1
--,Optimus,4/18/2020,4/25/2020,4/27/2020 17:41,Online,52,44,8
NY,Siena College,4/19/2020,4/23/2020,4/27/2020 17:40,Live Phone,65,29,36
--,Fordham University,4/16/2020,4/20/2020,4/27/2020 17:38,Online,56,42,14
--,Climate Nexus,4/19/2020,4/19/2020,4/27/2020 17:36,Online,49,40,9
TX,YouGov,4/10/2020,4/19/2020,4/25/2020 1:43,Online,44,49,-5
--,Redfield & Wilton Strategies,4/21/2020,4/21/2020,4/24/2020 23:57,Online,54,44,10
NM,Public Policy Polling,4/20/2020,4/21/2020,4/24/2020 23:53,IVR,52,40,12
PA,Hodas & Associates,4/16/2020,4/18/2020,4/24/2020 23:45,Live Phone,47,47,0
WI,Hodas & Associates,4/13/2020,4/15/2020,4/24/2020 23:43,Live Phone,50,45,5
MI,Hodas & Associates,4/9/2020,4/11/2020,4/24/2020 23:42,Live Phone,49,43,6
--,Redfield & Wilton Strategies,4/23/2020,4/23/2020,4/24/2020 23:39,Online,52,44,8
WI,Public Policy Polling,4/20/2020,4/21/2020,4/23/2020 16:37,IVR,50,45,5
PA,Public Policy Polling,4/20/2020,4/21/2020,4/23/2020 16:37,IVR,51,44,7
MI,Public Policy Polling,4/20/2020,4/21/2020,4/23/2020 16:37,IVR,51,44,7
NC,Public Policy Polling,4/20/2020,4/21/2020,4/23/2020 16:37,IVR,49,46,3
--,Optimus,4/14/2020,4/21/2020,4/23/2020 16:34,Online,53,44,9
PA,Susquehanna Polling & Research Inc.,4/14/2020,4/20/2020,4/23/2020 16:31,Live Phone/Online,48,42,6
NJ,Monmouth University,4/16/2020,4/19/2020,4/23/2020 10:26,Live Phone,54,38,16
WI,Ipsos,4/15/2020,4/20/2020,4/23/2020 0:18,Online,43,40,3
PA,Ipsos,4/15/2020,4/20/2020,4/23/2020 0:18,Online,46,40,6
MI,Ipsos,4/15/2020,4/20/2020,4/23/2020 0:18,Online,46,38,8
PA,Fox News/Beacon Research/Shaw & Co. Research,4/18/2020,4/21/2020,4/22/2020 18:45,Live Phone,50,42,8
MI,Fox News/Beacon Research/Shaw & Co. Research,4/18/2020,4/21/2020,4/22/2020 18:45,Live Phone,49,41,8
--,YouGov,4/19/2020,4/21/2020,4/22/2020 14:17,Online,48,42,6
FL,Quinnipiac University,4/16/2020,4/20/2020,4/22/2020 14:15,Live Phone,46,42,4
--,Change Research,4/17/2020,4/18/2020,4/22/2020 14:14,Online,48,44,4
--,Ipsos,4/15/2020,4/21/2020,4/22/2020 1:04,Online,47,39,8
--,Morning Consult,4/13/2020,4/19/2020,4/21/2020 16:08,Online,47,42,5
--,Morning Consult,4/6/2020,4/12/2020,4/21/2020 16:08,Online,45,42,3
--,RMG Research,4/16/2020,4/18/2020,4/21/2020 16:05,IVR/Online,49,40,9
--,Optimus,4/11/2020,4/18/2020,4/21/2020 16:03,Online,52,44,8
MS,Chism Strategies,4/6/2020,4/9/2020,4/21/2020 16:01,Live Phone,38,49,-11
WA,EMC Research,3/31/2020,4/6/2020,4/21/2020 11:34,Online,52,39,13
--,NBC News/Wall Street Journal,4/13/2020,4/15/2020,4/21/2020 11:30,Live Phone,49,42,7
IN,Change Research,4/10/2020,4/13/2020,4/21/2020 11:29,Online,39,52,-13
--,The Harris Poll,4/14/2020,4/16/2020,4/18/2020 19:47,Online,53,47,6
--,The Harris Poll,4/14/2020,4/16/2020,4/18/2020 19:47,Online,54,46,8
FL,St Pete Polls,4/14/2020,4/17/2020,4/18/2020 19:41,IVR,48,48,0
--,Morning Consult,4/14/2020,4/16/2020,4/16/2020 22:34,Online,46,42,4
NC,Public Policy Polling,4/14/2020,4/15/2020,4/16/2020 22:33,IVR,48,47,1
--,Change Research,4/13/2020,4/15/2020,4/16/2020 22:32,Online,50,40,10
--,Optimus,4/7/2020,4/14/2020,4/16/2020 22:28,Online,54,42,12
--,Pew Research Center,4/8/2020,4/12/2020,4/16/2020 22:26,Online,47,45,2
NC,Harper Polling,4/5/2020,4/7/2020,4/15/2020 13:57,Live Phone,42,49,-7
--,YouGov,4/12/2020,4/14/2020,4/15/2020 11:45,Online,48,43,5
--,Civiqs,4/11/2020,4/14/2020,4/15/2020 11:43,Online,48,44,4
--,Ipsos,4/13/2020,4/14/2020,4/14/2020 20:08,Online,45,40,5
--,Global Strategy Group,4/6/2020,4/10/2020,4/14/2020 15:43,Online,49,45,4
VA,Virginia Commonwealth University,3/25/2020,4/8/2020,4/14/2020 9:18,Live Phone,51,41,10
CT,Sacred Heart University,3/24/2020,4/3/2020,4/14/2020 8:17,Live Phone/Online,48,34,14
AZ,OH Predictive Insights,4/7/2020,4/8/2020,4/14/2020 6:47,IVR/Live Phone,52,43,9
--,Optimus,3/28/2020,4/4/2020,4/13/2020 15:36,Online,50,44,6
--,Optimus,3/21/2020,3/28/2020,4/13/2020 15:36,Online,51,43,8
--,Optimus,4/4/2020,4/10/2020,4/13/2020 14:46,Online,53,43,10
MI,Garin-Hart-Yang Research Group,4/6/2020,4/8/2020,4/13/2020 14:10,Live Phone,50,41,9
WI,Garin-Hart-Yang Research Group,4/6/2020,4/8/2020,4/13/2020 14:10,Live Phone,48,47,1
--,Garin-Hart-Yang Research Group,4/3/2020,4/5/2020,4/13/2020 14:10,Live Phone,50,43,7
UT,Y2 Analytics,3/21/2020,3/30/2020,4/13/2020 8:19,Online,41,46,-5
--,Lord Ashcroft Polls,3/10/2020,3/24/2020,4/11/2020 19:09,Online,48,36,12
--,Fox News/Beacon Research/Shaw & Co. Research,4/5/2020,4/7/2020,4/9/2020 18:21,Live Phone,42,42,0
--,Change Research,2/4/2020,4/3/2020,4/9/2020 14:21,Online,43,45,-2
--,YouGov,4/6/2020,4/7/2020,4/9/2020 13:19,Online,49,40,9
--,SSRS,4/3/2020,4/6/2020,4/9/2020 11:03,Live Phone,53,42,11
--,Monmouth University,4/3/2020,4/7/2020,4/9/2020 10:01,Live Phone,48,44,4
--,Quinnipiac University,4/2/2020,4/6/2020,4/8/2020 14:02,Live Phone,49,41,8
--,NBC News/Wall Street Journal,4/3/2020,4/6/2020,4/8/2020 12:10,Live Phone,44,39,5
--,YouGov,4/5/2020,4/7/2020,4/8/2020 10:02,Online,48,42,6
--,Ipsos,4/6/2020,4/7/2020,4/8/2020 9:36,Online,43,37,6
--,Research Co.,3/4/2020,4/3/2020,4/8/2020 9:04,Online,45,40,5
--,Morning Consult,3/30/2020,4/5/2020,4/7/2020 6:35,Online,46,42,4
--,IBD/TIPP,3/29/2020,4/1/2020,4/6/2020 16:49,Online,47,41,6
FL,University of North Florida,3/31/2020,4/4/2020,4/6/2020 6:09,Live Phone,46,40,6
MI,Spry Strategies,3/30/2020,4/1/2020,4/3/2020 19:35,Automated Phone,46,46,0
GA,Battleground Connect,3/31/2020,4/1/2020,4/3/2020 11:04,IVR/Live Phone,46,48,-2
MI,Public Policy Polling,3/31/2020,4/1/2020,4/2/2020 16:57,IVR,48,45,3
--,Echelon Insights,3/20/2020,3/24/2020,4/2/2020 10:49,Online,50,41,9
--,Change Research,3/26/2020,3/28/2020,4/1/2020 14:00,Online,49,43,6
WI,Marquette University Law School,3/24/2020,3/29/2020,4/1/2020 13:18,Live Phone,48,45,3
CA,Public Policy Polling,3/28/2020,3/29/2020,4/1/2020 12:55,Automated Phone,67,29,38
--,YouGov,3/29/2020,3/31/2020,4/1/2020 9:28,Online,46,42,4
--,RMG Research,3/26/2020,3/28/2020,4/1/2020 9:04,IVR/Online,45,40,5
--,Selzer & Co.,3/27/2020,3/30/2020,4/1/2020 6:06,Live Phone,47,43,4
--,Ipsos,3/30/2020,3/31/2020,3/31/2020 19:15,Online,46,40,6
--,Morning Consult,3/23/2020,3/29/2020,3/30/2020 18:38,Online,46,42,4
--,The Harris Poll,3/24/2020,3/26/2020,3/30/2020 12:41,Online,55,45,10
NY,Siena College,3/22/2020,3/26/2020,3/30/2020 5:56,Live Phone,58,33,25
--,ABC News/Washington Post,3/22/2020,3/25/2020,3/29/2020 0:05,Live Phone,50,44,6
--,ABC News/Washington Post,3/22/2020,3/25/2020,3/29/2020 0:05,Live Phone,49,47,2
--,YouGov,3/25/2020,3/26/2020,3/27/2020 19:59,Online,46,40,6
--,Fox News/Beacon Research/Shaw & Co. Research,3/21/2020,3/24/2020,3/27/2020 17:59,Live Phone,49,40,9
PA,Hodas & Associates,3/19/2020,3/21/2020,3/27/2020 6:21,Live Phone,45,47,-2
WI,Hodas & Associates,3/17/2020,3/19/2020,3/27/2020 6:20,Live Phone,45,49,-4
MI,Hodas & Associates,3/12/2020,3/16/2020,3/27/2020 6:20,Live Phone,50,44,6
MI,Baldwin Wallace University,3/17/2020,3/25/2020,3/26/2020 5:52,Online,47,42,5
OH,Baldwin Wallace University,3/17/2020,3/25/2020,3/26/2020 5:52,Online,43,47,-4
PA,Baldwin Wallace University,3/17/2020,3/25/2020,3/26/2020 5:52,Online,45,47,-2
WI,Baldwin Wallace University,3/17/2020,3/25/2020,3/26/2020 5:52,Online,45,45,0
MI,Marketing Resource Group (MRG),3/16/2020,3/20/2020,3/25/2020 10:20,Live Phone,44,41,3
--,YouGov,3/22/2020,3/24/2020,3/25/2020 9:08,Online,46,42,4
